Diet,Fold Change HF/CD,CD,HF
Acss3,0.246852477,14.86082,14.93513
Arf4,0.245988775,15.31698,15.39103
Pigk,0.245855898,13.63024,13.70425
Mccc1,0.245224732,15.97927,16.05309
Psmd13,0.24439425,15.23201,15.30558
Vps26b,0.243862741,14.00349,14.0769
Psmc5,0.243729864,15.58554,15.65891
Lap3,0.243497329,17.92086,17.99416
Rbm3,0.243131917,13.69072,13.76391
Etfb,0.242965821,19.95449,20.02763
Itgb6,0.242932602,14.29196,14.36509
Rabif,0.242135339,13.65242,13.72531
Tpt1,0.241836365,15.67381,15.74661
Zfp706,0.241703488,13.9394,14.01216
Rer1,0.239477796,11.20883,11.28092
Prdx5,0.239444577,18.86769,18.93977
Tpd52l2,0.238580876,14.14818,14.22
Tuba3a,0.238016148,17.78699,17.85864
Cyp2b9,0.237086008,15.93959,16.01096
Mtx1,0.236222307,15.01039,15.0815
Zbtb20,0.23469422,11.938,12.00865
Nploc4,0.234029834,14.34336,14.41381
Spg20,0.233431887,12.63435,12.70462
Mup4,0.23329901,12.95797,13.0282
Cwc15,0.233132914,11.16443,11.23461
Prune,0.232335651,13.19874,13.26868
Iars2,0.232169555,14.9323,15.00219
Cyp2a12,0.232136335,17.36805,17.43793
Cfdp1,0.231305853,13.11426,13.18389
Rnase4,0.231206195,13.54004,13.60964
Atl3,0.230010301,14.5909,14.66014
Scamp2,0.229678108,13.7489,13.81804
Fahd1,0.229545231,15.35772,15.42682
Mov10,0.229478793,13.8149,13.88398
Sft2d2,0.229312696,11.37396,11.44299
Il18rap,0.2291466,17.10513,17.17411
Dcxr,0.229046942,16.37097,16.43992
Acad10,0.228914065,16.44338,16.51229
Csnk2b,0.228914065,13.19275,13.26166
Lipa,0.228615091,14.53151,14.60033
Hbxip,0.228183241,14.98541,15.0541
Ddx4,0.224595558,13.41515,13.48276
Rab22a,0.224363024,13.35785,13.42539
Rbpms2,0.224296585,12.60055,12.66807
Ttc23l,0.223765076,11.79753,11.86489
D10Jhu81e,0.223565761,17.27947,17.34677
Iqgap1,0.223001033,15.16854,15.23567
Mpst,0.222602402,16.67685,16.74386
Srr,0.222170551,13.82074,13.88762
Lypla2,0.221705481,14.17532,14.24206
Dcun1d5,0.221140753,10.02658,10.09315
Uba6,0.220974657,13.06702,13.13354
Prdx2,0.220742122,17.68851,17.75496
Cgn,0.218748965,13.8055,13.87135
Lta4h,0.217619509,15.40576,15.47127
Abcb8,0.216955124,11.53503,11.60034
Dcn,0.215128063,13.75558,13.82034
Supt16h,0.21482909,13.18783,13.2525
Psmd2,0.213566757,14.74208,14.80637
Cisd2,0.212736275,14.88382,14.94786
Ddb1,0.21253696,15.78993,15.85391
Keg1,0.210244829,15.51294,15.57623
Zc3h15,0.208484207,13.40296,13.46572
Pex1,0.208384549,11.53295,11.59568
Csrp3,0.206657147,12.63874,12.70095
Aldh5a1,0.204564332,16.09482,16.1564
Psmd12,0.20373385,15.02766,15.08899
Ap1s1,0.20373385,13.48453,13.54586
Mug2,0.203600973,15.81296,15.87425
Copb1,0.20280371,15.85917,15.92022
Ubxn4,0.201773912,13.82048,13.88122
Ndufs4,0.200578018,15.57951,15.63989
Sec13,0.199714317,15.07583,15.13595
Ppt1,0.198352327,14.79999,14.8597
Rpl23,0.198219449,17.15444,17.21411
Nup210,0.19772116,10.97733,11.03685
Adnp,0.197687941,10.77336,10.83287
Mfsd1,0.197455406,13.07495,13.13439
Mrpl12,0.197388967,15.33464,15.39406
Stoml2,0.19632595,14.06035,14.11945
Pdcl3,0.195661565,13.11734,13.17624
Psma4,0.195329372,16.50432,16.56312
Spag9,0.195329372,14.09159,14.15039
Fgf1,0.194997179,13.59186,13.65056
Stip1,0.194930741,15.90839,15.96707
Flna,0.19263861,15.16402,15.22201
Prpf8,0.192140321,13.81157,13.86941
Rab7,0.19174169,17.25962,17.31734
Arhgap1,0.191110523,14.78592,14.84345
D2hgdh,0.190977646,14.26731,14.3248
Aimp2,0.18709099,13.86999,13.92631
Ndufs8,0.185496465,15.35267,15.40851
Mtpn,0.184267351,14.92774,14.98321
Aldh6a1,0.184167694,19.12711,19.18255
Cep78,0.183968378,15.3028,15.35818
Dhx30,0.183337212,10.96102,11.01621
Pdia3,0.183137896,18.58446,18.63959
Gng12,0.18247351,14.72945,14.78438
Golga2,0.182141317,12.65171,12.70654
Ddi2,0.179948845,15.22902,15.28319
Fxr2,0.178919047,14.28307,14.33693
Krt8,0.178586854,18.5548,18.60856
Arl6ip1,0.177922469,13.89756,13.95112
Dhrs11,0.176660136,13.6816,13.73478
Aldob,0.176361163,20.82296,20.87605
Sra1,0.175264926,12.704,12.75676
Copz1,0.174733418,15.32407,15.37667
Dhdh,0.173603962,16.37341,16.42567
Cpsf6,0.171909779,14.44263,14.49438
Sars,0.17187656,14.98485,15.03659
Pah,0.17094642,18.64098,18.69244
Psma1,0.170448131,16.68279,16.7341
Atxn2,0.170414911,13.58913,13.64043
Hmgb3,0.170149157,13.12955,13.18077
Hk1,0.169916622,14.44333,14.49448
Gna11,0.169484771,13.76847,13.81949
Gars,0.168521412,15.05105,15.10178
Sumo2,0.168521412,11.18862,11.23935
Mrps15,0.168388535,13.10823,13.15892
Cyp4a10,0.168222439,16.87573,16.92637
Psmd5,0.166893667,15.18806,15.2383
Snrpb2,0.16629572,13.96726,14.01732
Ywhab,0.165531677,15.58063,15.63046
Lpp,0.165498458,14.08415,14.13397
Unc119b,0.165066607,12.74468,12.79437
Cox17,0.164800853,12.80868,12.85829
Lrrfip1,0.164601537,13.61007,13.65962
Eif5,0.162674819,15.04171,15.09068
Nit2,0.161512144,16.68424,16.73286
Mtap,0.160980635,16.03986,16.08832
Gc,0.159618645,15.80063,15.84868
Psmb2,0.158555628,16.08415,16.13188
Glrx5,0.157924462,15.2334,15.28094
Rcc1,0.15752583,13.24291,13.29033
Fam175b,0.156197059,12.45743,12.50445
Dtymk,0.155931305,13.38162,13.42856
C2cd2l,0.155399796,13.24693,13.29371
Osbpl9,0.154104244,12.98916,13.03555
Acsm5,0.153772052,15.73607,15.78236
Cd81,0.150383685,14.72441,14.76968
Hgsnat,0.148922036,12.82899,12.87382
Sirt3,0.148623063,13.76518,13.80992
Ndufs1,0.148191212,16.72385,16.76846
Mrpl4,0.148025116,13.44094,13.4855
Phgdh,0.147692923,14.4052,14.44966
Cab39l,0.147128195,13.45997,13.50426
Tceb1,0.146065178,13.53403,13.578
Afg3l2,0.144503872,14.18195,14.22545
Eefsec,0.144072021,14.17873,14.2221
Phb2,0.142211742,17.8224,17.86521
Eif3g,0.140750093,14.53525,14.57762
Phkg2,0.138491182,12.05289,12.09458
Chchd4,0.138457963,12.55182,12.5935
Ilf2,0.138158989,14.20305,14.24464
Slc26a1,0.138158989,14.20742,14.24901
Rpia,0.137992893,13.99916,14.0407
Cpped1,0.137826797,13.43017,13.47166
Aldh1b1,0.137162411,17.41219,17.45348
Eci2,0.136697341,16.07072,16.11187
Irgm1,0.136464806,14.66767,14.70875
Cnpy2,0.135767201,15.49088,15.53175
Pnpo,0.135567886,16.96461,17.00542
Ptgr1,0.134272334,13.50629,13.54671
Rab4b,0.132478492,12.73593,12.77581
Lin7c,0.132245957,14.32165,14.36146
Pelp1,0.13164801,13.96027,13.9999
Isoc1,0.131116502,15.34525,15.38472
Tbca,0.130551774,14.57051,14.60981
Gpi1,0.130086704,16.3169,16.35606
Rpl3,0.129987046,16.16368,16.20281
Sec14l4,0.129588415,16.73609,16.7751
Nub1,0.128392521,13.22334,13.26199
Anxa4,0.127927451,15.99319,16.0317
Casp8,0.127861012,13.46959,13.50808
Clybl,0.127196627,15.68522,15.72351
Ufm1,0.12706375,15.31293,15.35118
Adh1,0.126731557,21.68645,21.7246
Gtpbp1,0.126299706,11.51617,11.55419
Hprt,0.125236689,14.77407,14.81177
Rbbp9,0.123775041,14.98675,15.02401
Mapk6,0.123143874,13.03218,13.06925
Pgk1,0.12287812,18.58031,18.6173
Sfxn2,0.122811682,14.75773,14.7947
Tpm4,0.122678805,14.92103,14.95796
Smu1,0.122114077,13.06013,13.09689
Cyp4f14,0.121416472,14.93797,14.97452
Dnajb2,0.120386674,13.2253,13.26154
Ssu72,0.118426737,11.9197,11.95535
Shpk,0.117197623,15.28733,15.32261
Eif4e,0.116998308,14.69565,14.73087
Pbld2,0.114805835,18.11403,18.14859
Faf2,0.114407204,13.88585,13.92029
S100a6,0.113975353,15.16065,15.19496
Mcm4,0.113443844,14.43451,14.46866
Srp9,0.113078432,14.74185,14.77589
Rnpep,0.112812678,14.38573,14.41969
Ap2s1,0.110753083,13.47535,13.50869
Ipo7,0.110288013,13.52287,13.55607
Grpel1,0.109789724,16.57782,16.61087
Actl7a,0.109391092,13.38303,13.41596
Osbp,0.108992461,14.08435,14.11716
Map1s,0.108759926,13.32585,13.35859
Osbpl11,0.107098962,12.10366,12.1359
Smarca5,0.106168822,13.57565,13.60761
Ppcs,0.10533834,14.36478,14.39649
Mbnl1,0.105072586,15.04427,15.0759
Adck3,0.105072586,15.78388,15.81551
Gdi2,0.105072586,16.77838,16.81001
Lclat1,0.10487327,14.0842,14.11577
Mtfp1,0.10487327,14.07097,14.10254
Sssca1,0.104275323,13.63207,13.66346
Acbd5,0.104042788,14.65357,14.68489
Capza2,0.10394313,16.43875,16.47004
Ero1l,0.102880113,13.63912,13.67009
Eif3m,0.102780455,14.50948,14.54042
Exoc7,0.102448262,10.5154,10.54624
Gclc,0.101684219,15.86323,15.89384
Rnps1,0.101584561,13.05722,13.0878
Psmb6,0.100322228,15.9733,16.0035
Stx8,0.099491746,11.90435,11.9343
Rps10,0.099358869,17.0374,17.06731
Ndufaf3,0.09932565,12.72641,12.75631
Abca9,0.099159554,14.87278,14.90263
Suclg1,0.098628045,18.4659,18.49559
Cyp3a25,0.097897221,15.59382,15.62329
Gar1,0.096468792,13.85396,13.883
Nufip2,0.096036941,11.93468,11.96359
Gyg,0.095472213,14.31246,14.3412
Prorsd1,0.095106801,12.74768,12.77631
Abcb4,0.094442416,14.68072,14.70915
Vbp1,0.094143442,13.24826,13.2766
Smarce1,0.092615355,12.96202,12.9899
Crkl,0.092050628,15.04668,15.07439
Scd2,0.092050628,11.34782,11.37553
Psmb3,0.090522541,14.63656,14.66381
Mavs,0.089426304,15.16992,15.19684
Stra8,0.088197191,15.1467,15.17325
Lsm6,0.085606087,13.77298,13.79875
Lactb,0.08547321,15.42172,15.44745
Lmf2,0.084111219,12.65553,12.68085
Pdzk1,0.083779027,15.03622,15.06144
Rab1,0.082483475,15.8889,15.91373
Mrpl9,0.082184501,13.91959,13.94433
Copg2,0.082018405,14.01561,14.0403
Spcs1,0.080955388,13.98135,14.00572
Pdia6,0.078297845,17.26779,17.29136
Psmc6,0.077832775,16.27958,16.30301
Sdhb,0.077733117,17.95545,17.97885
Clta,0.077467363,16.31459,16.33791
Plrg1,0.07623825,13.64076,13.66371
Galk1,0.076072153,16.20384,16.22674
Pex6,0.075640303,12.64711,12.66988
Nadk2,0.075075575,15.77441,15.79701
Psmc1,0.074311531,15.62533,15.6477
Wibg,0.073813242,13.34755,13.36977
Ppp2r1b,0.073215295,14.931,14.95304
Chmp6,0.072418032,12.39793,12.41973
Adsl,0.071089261,14.06453,14.08593
Ghitm,0.070823507,13.66317,13.68449
Mrc1,0.070258779,14.91565,14.9368
Snrpd2,0.069959806,15.04235,15.06341
Metap1,0.068930008,13.68656,13.70731
Nlrx1,0.06883035,13.70464,13.72536
Srsf7,0.068431719,15.30315,15.32375
Ddx25,0.068165965,12.5966,12.61712
Tsfm,0.067866991,13.52921,13.54964
Preb,0.06653822,14.88113,14.90116
Tmsb10,0.065940273,14.84991,14.86976
Nptn,0.065209449,13.51824,13.53787
Coq7,0.064246089,14.17377,14.19311
Btf3l4,0.063880677,15.29268,15.31191
Prkab2,0.062252932,12.97683,12.99557
Atp5a1,0.062020398,21.00626,21.02493
Cnpy3,0.06145567,13.36583,13.38433
Slc27a4,0.061256354,12.95095,12.96939
Hpd,0.061223135,19.78576,19.80419
Pkn1,0.060625188,10.17608,10.19433
Pcbp1,0.058632031,17.10212,17.11977
Adss,0.058565592,14.3395,14.35713
Acnat2,0.058465934,14.36382,14.38142
Pxn,0.057336479,12.572,12.58926
Itga5,0.057236821,13.31356,13.33079
Srsf4,0.05680497,16.5128,16.5299
Ndufv1,0.055376541,15.89246,15.90913
Fetub,0.055310103,14.08448,14.10113
Arpc1b,0.053483042,15.0861,15.1022
Tmco1,0.05315085,14.63187,14.64787
Acox3,0.05265256,11.64048,11.65633
Hao1,0.052586122,15.51945,15.53528
Mrpl18,0.050725842,13.48282,13.49809
Uba2,0.050725842,13.93378,13.94905
Dlat,0.050293991,16.00192,16.01706
Ldhd,0.050094676,16.18703,16.20211
Cbx5,0.048134738,13.83246,13.84695
Serping1,0.048134738,13.7353,13.74979
Pbld1,0.047935422,18.15919,18.17362
Psmg3,0.047503572,13.27137,13.28567
F11r,0.04710494,13.76758,13.78176
Usp7,0.046108362,13.45414,13.46802
Akr1a1,0.044679933,17.71747,17.73092
Hexb,0.042221706,14.67103,14.68374
Dcun1d1,0.041789855,12.91958,12.93216
Hsp90aa1,0.041789855,17.64448,17.65706
Cycs,0.040992593,18.0381,18.05044
Hnrnpab,0.040261769,16.388,16.40012
Smap1,0.038833339,13.05489,13.06658
Anxa2,0.03786998,15.25949,15.27089
Dstn,0.037238814,16.36539,16.3766
Ddx21,0.036175797,15.84334,15.85423
Sult1b1,0.034149421,15.48176,15.49204
Ywhaq,0.031657975,18.63067,18.6402
S100a13,0.031226124,15.63935,15.64875
Ndufs3,0.031126466,16.43198,16.44135
Ubtf,0.030694616,13.33231,13.34155
Slc38a3,0.030594958,16.49766,16.50687
Cfb,0.029698037,13.83627,13.84521
Phb,0.02723981,18.27797,18.28617
Coasy,0.026708302,16.68752,16.69556
Casp6,0.026641863,14.7636,14.77162
Trmt112,0.024881241,14.30009,14.30758
Srp68,0.023785005,14.83457,14.84173
Glyctk,0.02355247,15.8192,15.82629
Hnrnpm,0.023253497,15.8665,15.8735
Cd2ap,0.022921304,13.77949,13.78639
Mapk14,0.022854865,12.85344,12.86032
Lrrc47,0.022589111,13.96929,13.97609
Tbcb,0.022356576,13.61637,13.6231
Nop10,0.01986513,12.57254,12.57852
Bnip3,0.019699034,12.62186,12.62779
Fkbp4,0.019665814,15.70046,15.70638
COX1,0.01893499,13.96841,13.97411
Wasf2,0.018104508,13.35778,13.36323
Car3,0.017871973,20.87571,20.88109
Gnpda1,0.017340465,13.98543,13.99065
Capns1,0.017141149,14.34815,14.35331
Serpinf2,0.017141149,14.06603,14.07119
Vil1,0.016111351,11.3801,11.38495
Calm1,0.015380527,18.49858,18.50321
Mcat,0.014583264,13.87296,13.87735
Cmpk1,0.0129223,16.44844,16.45233
Pfdn5,0.012689765,13.83988,13.8437
Ppie,0.01245723,14.62593,14.62968
Ube2m,0.011859283,14.19243,14.196
Psmc4,0.011194898,17.26665,17.27002
Flii,0.010729828,13.40763,13.41086
Mdp1,0.009932565,14.0934,14.09639
Glg1,0.009766469,13.13381,13.13675
Zc3hav1,0.008238382,13.54561,13.54809
Usp15,0.008205162,13.92935,13.93182
Atp6v1g1,0.007640435,14.07754,14.07984
Bid,0.00737468,13.00839,13.01061
Bre,0.006212006,13.79009,13.79196
Serpina1d,0.004252068,15.31228,15.31356
Kynu,0.003886656,16.29784,16.29901
Txndc9,0.003620902,12.19772,12.19881
Ube2i,0.002956516,14.50363,14.50452
Nipsnap1,0.002690762,18.12689,18.1277
Rbpms,0.002657542,13.13002,13.13082
Hint3,0.002458227,13.84923,13.84997
Pdk1,0.002458227,14.3913,14.39204
Rnf213,0.00186028,13.89558,13.89614
Pacsin3,0.001029798,15.51319,15.5135
Lrrc42,0.000631166,13.43116,13.43135
Psmd11,-0.000431851,14.79937,14.79924
Nfs1,-0.001063017,14.2876,14.28728
Ubl4,-0.002258911,13.24146,13.24078
Dnajb1,-0.002524665,13.11578,13.11502
Hnrnph1,-0.002690762,14.1321,14.13129
Prps1,-0.002890077,15.30557,15.3047
Lamtor2,-0.003355147,12.02054,12.01953
Rpl13a,-0.003587682,16.88675,16.88567
Ggact,-0.004185629,13.51878,13.51752
Ppox,-0.005614058,13.90121,13.89952
Mosc2,-0.005946251,17.66747,17.66568
Cask,-0.006876391,12.62827,12.6262
F2,-0.007740092,13.62187,13.61954
Gfpt2,-0.007906189,13.40844,13.40606
Rps13,-0.008736671,16.74349,16.74086
Aup1,-0.0101651,13.34157,13.33851
Htra2,-0.010231539,14.20913,14.20605
Chdh,-0.01109524,17.13188,17.12854
Ugt3a1,-0.011161678,14.33529,14.33193
Ankfy1,-0.011228117,14.96441,14.96103
Akr1c13,-0.011360994,16.81885,16.81543
Lmnb1,-0.011958941,14.81502,14.81142
Gart,-0.012855862,15.18445,15.18058
Hsp90ab1,-0.013221274,19.52346,19.51948
Edf1,-0.013619905,14.1687,14.1646
Hebp1,-0.013752782,16.19837,16.19423
Ndufa11,-0.014084975,14.18273,14.17849
Rps20,-0.014184633,17.62625,17.62198
Timm9,-0.01571272,14.08694,14.08221
Cd1d2,-0.017340465,14.19231,14.18709
Ehd4,-0.019566156,13.8379,13.83201
Mrpl47,-0.020695612,12.84197,12.83574
Sdpr,-0.020695612,12.06692,12.06069
Zhx3,-0.020762051,11.65942,11.65317
Rpl9,-0.021061024,16.31884,16.3125
Exosc4,-0.021293559,11.45156,11.44515
Farsb,-0.022057603,15.34588,15.33924
Cyb5r3,-0.022423015,17.55661,17.54986
Naa50,-0.023054181,13.92277,13.91583
Snrnp70,-0.023718567,14.40094,14.3938
Clpb,-0.023917882,13.32652,13.31932
Ascc2,-0.02634289,11.55847,11.55054
Ndufa12,-0.027837757,15.31034,15.30196
Krt33b,-0.029997011,19.89909,19.89006
Col18a1,-0.032289141,14.30778,14.29806
Xrcc5,-0.034514833,12.86801,12.85762
Mrps31,-0.035013122,13.53714,13.5266
Dpys,-0.035976481,17.43183,17.421
Nmnat1,-0.037039498,12.98795,12.9768
Snrpf,-0.039331629,14.39595,14.38411
Slc12a7,-0.041095572,9.209885,9.197514
Adh5,-0.041158689,17.72412,17.71173
Iqgap2,-0.041524101,16.37547,16.36297
Nudcd2,-0.041656978,13.3369,13.32436
Car8,-0.04202239,14.56507,14.55242
Gatad2a,-0.04252068,11.63822,11.62542
Aqr,-0.04295253,10.44735,10.43442
Oxsm,-0.043384381,16.03654,16.02348
Mecr,-0.0434176,14.78852,14.77545
Plp2,-0.043949109,13.34304,13.32981
Banf1,-0.045145003,12.49719,12.4836
Fmo4,-0.046938844,16.13497,16.12084
Sfxn5,-0.047536791,14.02506,14.01075
Nop56,-0.048633027,14.05658,14.04194
Psmg1,-0.048633027,12.76611,12.75147
Nipsnap3b,-0.049264194,15.19935,15.18452
Fxyd1,-0.049662825,14.90307,14.88812
Tubb1,-0.050061456,16.35148,16.33641
Hdac1,-0.050194334,13.47231,13.4572
Nfu1,-0.050227553,14.15089,14.13577
Snx6,-0.051357008,15.23646,15.221
Xdh,-0.05218749,16.22749,16.21178
Cops8,-0.05222071,14.39915,14.38343
Cat,-0.052486464,19.90811,19.89231
Nedd4l,-0.052785437,14.67963,14.66374
Ap3b1,-0.053615919,14.64732,14.63118
Srsf5,-0.054678936,14.64077,14.62431
Lhpp,-0.055276883,14.85672,14.84008
Gmppa,-0.055376541,13.80004,13.78337
Cstf2,-0.055509418,12.31933,12.30262
Pex13,-0.056107366,11.83405,11.81716
Ubap2,-0.057103944,11.2261,11.20891
Glt25d1,-0.058100522,13.80261,13.78512
Ctsa,-0.0582334,15.25249,15.23496
Gm4952,-0.05866525,16.17355,16.15589
Shmt1,-0.058798127,17.67164,17.65394
Adpgk,-0.059628609,16.37596,16.35801
Pcbp2,-0.059761486,16.83281,16.81482
Gstm3,-0.059827925,20.07007,20.05206
Psph,-0.060359433,13.26645,13.24828
Them4,-0.060392653,13.74418,13.726
Vps45,-0.061289573,11.14901,11.13056
Myl6,-0.061787863,16.42939,16.41079
Arcn1,-0.062153275,15.54118,15.52247
Psmb10,-0.062419029,15.01255,14.99376
Tpi1,-0.065342326,18.98986,18.97019
Isg15,-0.065408764,16.3483,16.32861
Galt,-0.065441983,14.33143,14.31173
Mrps18b,-0.065873834,13.37087,13.35104
Rac2,-0.066637878,16.69501,16.67495
Fam73b,-0.067169386,14.7251,14.70488
Gng5,-0.067501579,14.98143,14.96111
Rnh1,-0.067568017,16.26389,16.24355
Cpne3,-0.068066307,14.15778,14.13729
Creld2,-0.068165965,13.79342,13.7729
Hnrnpu,-0.069228981,16.49561,16.47477
Serpina3n,-0.069228981,14.41254,14.3917
Abcf1,-0.069395078,14.62547,14.60458
Vps29,-0.069395078,15.34892,15.32803
Nsfl1c,-0.069627613,15.1173,15.09634
Rps3,-0.069627613,17.66203,17.64107
Mbd2,-0.070358437,13.63906,13.61788
Arfgap1,-0.070557753,13.49626,13.47502
Tor1aip1,-0.070590972,14.28784,14.26659
Nat2,-0.070923165,14.67289,14.65154
Gfpt1,-0.071753647,13.19824,13.17664
Prpsap2,-0.072750225,14.39053,14.36863
Erp29,-0.07298276,15.27248,15.25051
Tcp1,-0.07344783,16.76126,16.73915
Krt85,-0.074344751,13.70117,13.67879
Blmh,-0.074544066,15.12838,15.10594
Krt82,-0.074676944,12.88079,12.85831
Cops3,-0.075507426,14.05716,14.03443
Lgals3,-0.07577318,14.56624,14.54343
Aldh16a1,-0.077334486,15.0403,15.01702
Tra2b,-0.077865995,14.02427,14.00083
Ptch1,-0.079227985,16.60353,16.57968
Uso1,-0.079227985,15.10083,15.07698
Wwp2,-0.079394081,12.88263,12.85873
Serpina1b,-0.080257783,14.93957,14.91541
Hnrnpa3,-0.080291002,16.38531,16.36114
Snx5,-0.08128758,14.55155,14.52708
Sec31b,-0.0813208,17.38618,17.3617
Hsdl2,-0.081652993,16.15055,16.12597
Ptplad1,-0.081719431,15.47351,15.44891
Lonp2,-0.081819089,14.38518,14.36055
Anxa11,-0.083081422,14.51114,14.48613
Crk,-0.084443412,14.8178,14.79238
Ap1m1,-0.084908482,14.0954,14.06984
Tsg101,-0.085273894,13.79398,13.76831
Sfrs3,-0.086104376,16.37149,16.34557
Snap23,-0.088031095,11.53127,11.50477
Pam16,-0.089359866,13.86235,13.83545
Acadsb,-0.091851312,15.6829,15.65525
Mrps5,-0.092216724,13.81519,13.78743
Ctage5,-0.09377803,14.53154,14.50331
Myo6,-0.09377803,13.64198,13.61375
Eif5b,-0.094375977,14.36246,14.33405
Wdr13,-0.094807828,12.4542,12.42566
Sgta,-0.095007144,14.39104,14.36244
Cyp4b1,-0.095306117,14.0597,14.03101
B4galnt1,-0.096269476,12.41374,12.38476
Ehd2,-0.098030098,13.24241,13.2129
Rab32,-0.098594826,13.6812,13.65152
Ssbp1,-0.099558185,14.41319,14.38322
Asna1,-0.099591404,14.55745,14.52747
Gfm1,-0.099591404,14.34386,14.31388
Tnpo1,-0.099823939,13.84605,13.816
Dnaja1,-0.100388667,15.32183,15.29161
Eftud2,-0.100820518,18.3271,18.29675
Lrpap1,-0.101518123,14.84352,14.81296
Gls,-0.102282166,14.38534,14.35455
Tufm,-0.102282166,17.38022,17.34943
Lars,-0.102315385,14.39355,14.36275
Opa1,-0.102680797,14.68482,14.65391
Entpd5,-0.102747236,15.48807,15.45714
Mthfd1l,-0.104208884,15.31836,15.28699
Trappc5,-0.104673954,11.60131,11.5698
Ppa2,-0.105604094,15.24504,15.21325
Kars,-0.105836629,14.70521,14.67335
Myh11,-0.105869848,14.77184,14.73997
Ndufb10,-0.10623526,15.78664,15.75466
Ufd1l,-0.107032523,14.41006,14.37784
H2.Q9,-0.107331497,14.68493,14.65262
Aox1,-0.109590408,14.02172,13.98873
Plxnb2,-0.110022259,13.85694,13.82382
Myl6b,-0.110686644,15.81621,15.78289
Abca2,-0.112181512,14.60394,14.57017
A1cf,-0.112580143,15.33523,15.30134
Coro1b,-0.112580143,15.54435,15.51046
Ddx5,-0.112679801,16.09869,16.06477
Cct3,-0.113244529,16.20385,16.16976
Samhd1,-0.114440423,15.3301,15.29565
Igf2bp3,-0.116101387,13.8857,13.85075
Psmd1,-0.11640036,15.114,15.07896
Diap1,-0.117097965,13.61787,13.58262
Hist1h1a,-0.11736372,13.45699,13.42166
Actg1,-0.120619209,21.1838,21.14749
Rbks,-0.121117498,13.22739,13.19093
Tymp,-0.121416472,14.76381,14.72726
Gapdh,-0.122246954,21.19161,21.15481
Rpa1,-0.122844901,13.30767,13.27069
Anxa7,-0.123675383,15.17033,15.1331
Dnajc7,-0.125568882,12.72633,12.68853
Hspa4l,-0.126233268,14.71507,14.67707
Ubqln2,-0.126233268,14.88676,14.84876
Sqstm1,-0.127096969,13.29032,13.25206
Arih1,-0.128392521,13.79875,13.7601
Srpr,-0.129322661,14.26808,14.22915
Ptpn6,-0.129787731,14.47714,14.43807
Nqo1,-0.130784309,13.93154,13.89217
Cenpv,-0.132677808,14.6357,14.59576
Hsd17b6,-0.132777466,19.38862,19.34865
Gmpr2,-0.132810685,11.59197,11.55199
Hdlbp,-0.134405211,16.29171,16.25125
Rps19,-0.13443843,16.86208,16.82161
Mthfd1,-0.135435008,17.88846,17.84769
Mrpl27,-0.135567886,13.58593,13.54512
Pcyt2,-0.135567886,16.44762,16.40681
Oxa1l,-0.136996315,13.38038,13.33914
Cct2,-0.137793577,15.92399,15.88251
Sf3b1,-0.137793577,14.97775,14.93627
Nudt21,-0.140949409,14.12798,14.08555
Sec61a2,-0.141082286,15.88264,15.84017
Rrbp1,-0.142444277,16.7771,16.73422
Fam120c,-0.144836065,13.91938,13.87578
Mrps7,-0.144869284,12.90554,12.86193
Fkbp5,-0.145234696,13.78028,13.73656
Ppp2r2c,-0.145766205,14.60764,14.56376
Rab1b,-0.145865863,16.32891,16.285
Adck2,-0.146629906,19.32134,19.2772
Ubxn1,-0.150217588,14.27497,14.22975
Picalm,-0.150782316,14.40403,14.35864
Snrnp40,-0.150881974,13.99895,13.95353
Scamp1,-0.15197821,14.1993,14.15355
Agxt,-0.152177526,18.1214,18.07559
Sepsecs,-0.152709035,13.91688,13.87091
Pmpcb,-0.154170683,15.31116,15.26475
Gas2,-0.154934726,13.94682,13.90018
Dlst,-0.155067603,17.92921,17.88253
Eif2b5,-0.15569877,13.73491,13.68804
Oxsr1,-0.158754944,13.20418,13.15639
Parp9,-0.158887821,14.54654,14.49871
Uap1,-0.159220014,14.18474,14.13681
Ran,-0.160615223,17.52649,17.47814
Tlcd2,-0.162840915,11.34914,11.30012
Krt24,-0.163139889,15.55116,15.50205
Gne,-0.163771055,15.07992,15.03062
Drap1,-0.164335783,13.68387,13.6344
Mob4,-0.164601537,13.55618,13.50663
Adhfe1,-0.165199484,16.16841,16.11868
Rars,-0.166926887,15.45917,15.40892
Tmem176b,-0.167192641,10.55605,10.50572
X9.Sep,-0.167458395,15.25409,15.20368
Mbnl3,-0.169285456,13.55507,13.50411
Lrrc40,-0.172009437,13.13476,13.08298
Eif4g3,-0.173338208,14.05786,14.00568
Nme3,-0.173371427,13.75173,13.69954
Ehd1,-0.175729996,15.08271,15.02981
Celf1,-0.176892671,14.25257,14.19932
Erp44,-0.177025548,15.75431,15.70102
Apoa4,-0.177058767,15.65771,15.60441
Lgmn,-0.177922469,14.48171,14.42815
Dnpep,-0.178221442,15.34906,15.29541
Ada,-0.178287881,13.35966,13.30599
Sarnp,-0.179018705,14.72355,14.66966
Actr3,-0.179085144,15.93511,15.8812
Tcea2,-0.179948845,12.47524,12.42107
Actr1b,-0.180314257,14.16642,14.11214
Pa2g4,-0.181908782,16.36348,16.30872
Scfd1,-0.181908782,13.88442,13.82966
Acnat1,-0.182108098,14.04923,13.99441
